index,query,summary,label,rationale
45,"What credit ratings has Canara Bank received, and from which rating agencies?","Based on the provided knowledge graph path, the starting entity is **Canara Bank** and the ending entity is its various descriptive and operational attributes (such as **India**, **Public Sector Bank**, and ticker **CANBK**). Canara Bank is a publicly listed universal bank headquartered in Bengaluru, Karnataka, operating in the banking sector with its shares traded on the NSE and BSE. Owned by the Government of India, the bank features a strong retail, agricultural, and MSME franchise, particularly in South India.",Not relevant,Does not name any credit rating agency or rating for Canara Bank.
46,"Roughly how many branches and ATMs does Canara Bank operate, and as of what date?","1. **Starting Entity:** Canara Bank | **Ending Entity:** Physical banking infrastructure (Branches, ATMs, and Cash-Recycling Machines).

2. **Summary:** As of June 2025, Canara Bank operates a vast physical banking network to serve its customers. This infrastructure includes 9,861 branches, 7,907 ATMs, and 2,940 cash-recycling machines.",Relevant,Gives branch and ATM counts with the as-of date (June 2025) as requested.
47,"What products and services does Canara Bank offer, and which customer segments does it serve?","1. **Starting and Ending Entities:** The starting entity is Canara Bank, and the ending entities are its various corporate and operational attributes (such as sector, country, and exchange).

2. **Business/Financial Summary:** Canara Bank is a publicly listed universal bank owned by the Government of India, operating within the banking sector and headquartered in Bengaluru, Karnataka. It trades on the NSE and BSE under the ticker CANBK and maintains a strong retail, agricultural, and MSME franchise primarily in South India. 

3. **Numerical Facts:** No specific numerical figures (such as revenue, market capitalization, or employee count) are present in the provided path.",Somewhat relevant,"Names customer segments (retail, agri, MSME) but does not detail specific products/services."
48,What is Union Bank of India's ticker symbol and on which exchange(s) does it trade?,"1. **Starting Entity and Ending Entity:** The starting entity is Union Bank of India, and the ending entities are its various operational, financial, and institutional attributes (such as its leadership changes, network size, and financial metrics).
2. **Path Explanation:** The knowledge graph outlines the structural, financial, and operational profile of Union Bank of India, including historical amalgamations with Corporation Bank and Andhra Bank, leadership transitions involving A. Manimekhalai and Asheesh Pandey in 2026, and its domestic and international footprint spanning multiple global financial hubs. 
3. **Important Numerical Facts:** Key figures include a network of 8,621 branches and 8,910 ATMs as of March 2025, a year-on-year standalone net profit rise of 29.5% to ₹5,332 crore, an advances growth of 12.50%, and a Government of India ownership stake of roughly 74.76%.",Not relevant,Does not state Union Bank's ticker or exchange.
49,"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Union Bank of India?","**Summary:**

The path transitions from the starting entity, A. Manimekhalai, whose tenure as MD & CEO of Union Bank of India concluded in 2026, to the ending entity, Asheesh Pandey, who was appointed as the new MD & CEO of the same bank in 2026. This sequential leadership change highlights the executive transition at Union Bank of India in the year 2026.",Relevant,Names Asheesh Pandey as the newly appointed MD & CEO as asked.
50,"What percentage of Union Bank of India is held by its government promoter or largest shareholder, and as of what date?","Based on the provided knowledge graph data, here is the summary of the relationship path:

1. **Starting and Ending Entities:** The starting entity is **Union Bank of India**, and the ending entities include its various operational, financial, and leadership attributes (such as financial metrics, international locations, and governance details).
2. **Business/Financial Summary:** Union Bank of India is a major institution—formed partly through the amalgamation of Andhra Bank and Corporation Bank—backed predominantly by the Government of India (roughly 74.76% stake). It operates an extensive network with 8,621 branches and 8,910 ATMs, maintains an international presence in key global hubs, and offers diversified retail, corporate, agricultural, and MSME product suites. 
3. **Important Numerical Facts:** Financially, the bank posted a strong standalone net profit rise of 29.5% year-on-year to ₹5,332 crore alongside an advances growth of 12.50%, a capital adequacy ratio of 18.46%, and an improved gross NPA of 2.65%. However, it faces a potential deposit-growth lag, with deposits growing at just 3.50%.",Somewhat relevant,Gives the ~74.76% government stake but no date.
51,What was Union Bank of India's CASA ratio in the most recently reported quarter?,"**Summary:**

1. **Starting Entity:** The Government of India | **Ending Entity:** Union Bank of India
2. **Path Explanation:** The path represents an ownership relationship, showing that the Government of India holds a majority equity stake in Union Bank of India.
3. **Numerical Facts:** The Government of India owns roughly 74.76% of the bank.",Not relevant,Restates the ownership relationship instead of answering the CASA ratio question.
52,What is Union Bank of India's net interest margin (NIM) for the latest reported period?,"**Starting Entity:** Union Bank of India  
**Ending Entity:** Financial and Operational Metrics (incorporating Fitch ratings)  

**Summary:**
Union Bank of India demonstrates solid financial performance, highlighted by a 29.5% year-on-year increase in standalone net profit to ₹5,332 crore and an advances growth of 12.50%. The bank maintains strong asset quality and capitalization, with a gross NPA of 2.65%, a net NPA of 0.47%, and a capital adequacy ratio of 18.46%. Additionally, Fitch affirmed the bank's Long-Term Issuer Default Rating at BBB- Stable while upgrading its Viability Rating from bb- to bb.",Not relevant,"Does not mention NIM; covers profit, NPA, CRAR and Fitch ratings instead."
53,What are Union Bank of India's gross NPA and net NPA ratios?,"Based on the provided knowledge graph data, the starting entity is **Union Bank of India** and the ending entities include its various financial metrics, leadership details, and operational footprint (such as **A. Manimekhalai** and **Asheesh Pandey** as MD & CEO, and its financial figures like net profit and asset quality). 

Union Bank of India experienced leadership transitions with A. Manimekhalai's tenure concluding and Asheesh Pandey being appointed as MD & CEO in 2026. Financially, the bank posted a 29.5% year-on-year increase in standalone net profit to ₹5,332 crore, alongside a gross NPA improvement to 2.65% and a capital adequacy ratio of 18.46%. Additionally, the bank operates extensively with 8,621 branches and 8,910 ATMs as of March 2025, while maintaining an international presence in cities like Abu Dhabi, Dubai, and Hong Kong.",Somewhat relevant,"Gives only the gross NPA figure (2.65%), no net NPA figure."
54,"What is Union Bank of India's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?","Based on the provided knowledge graph data, the starting entity is **Union Bank of India** and the ending entity encompasses various operational, financial, and leadership metrics associated with the bank. 

Union Bank of India demonstrates a solid financial and operational footprint, highlighted by a standalone net profit surging 29.5% year-on-year to ₹5,332 crore, an advances growth of 12.50%, and a strong capital adequacy ratio of 18.46%. The bank operates extensively with 8,621 branches and 8,910 ATMs as of March 2025, alongside an international presence in key global financial hubs like Dubai, Hong Kong, and Sydney. Leadership-wise, A. Manimekhalai's tenure as MD & CEO concluded in 2026, with Asheesh Pandey appointed to succeed her that same year.",Relevant,Gives the capital adequacy ratio (18.46%) that was the primary ask.
