query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,cypher_strategy,kg_row_count,kg_hop_path,summary,error
How does crude price rally lead to higher current account deficit?,T_CausalChain,T_CausalChain,0.8758331537246704,causal_chain_path,True,"[""current account deficit"", ""crude price rally""]","[{""entity"": ""current account deficit"", ""matched_node_name"": ""Current account deficit"", ""matched_id"": ""M_CAD"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""crude price rally"", ""matched_node_name"": ""Brent crude price"", ""matched_id"": ""M_BRENT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <MACRO_VAR> lead to higher <MACRO_VAR>?,"{""source_id"": ""M_CAD"", ""target_id"": ""M_BRENT""}",any_path,1,"Template: causal_chain_path (T_CausalChain)
Query intent: Trace causal transmission between two entities through typed edges.

Path 1: Current account deficit -> Brent crude price (1 hops)
  Current account deficit -[CAUSES]-> Brent crude price",,
Explain hedging strategy of NTPC for gross refining margin.,T_Hedging,T_Hedging,0.9686521291732788,company_hedging_exposure,True,"[""NTPC"", ""gross refining margin""]","[{""entity"": ""NTPC"", ""matched_node_name"": ""NTPC"", ""matched_id"": ""C_NTPC"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""gross refining margin"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Explain hedging strategy of <COMPANY> for <MACRO_VAR>.,"{""source_id"": ""C_NTPC""}",company_exposure,1,"Template: company_hedging_exposure (T_Hedging)
Query intent: Natural or financial hedges used by a company.

Row 1: company_name=NTPC | relationship=BENEFITS_FROM | linked_name=Spot LNG / JKM | linked_type=MACRO_VAR",,
What drives Bharat Petroleum selloff after Russia tension?,T_StockImpact,T_StockImpact,0.9567165970802307,stock_impact_by_shock,True,"[""Bharat Petroleum"", ""Russia""]","[{""entity"": ""Bharat Petroleum"", ""matched_node_name"": ""Bharat Petroleum"", ""matched_id"": ""C_BPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Russia"", ""matched_node_name"": ""Russia"", ""matched_id"": ""G_RUSSIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What drives <COMPANY> selloff after <GEOGRAPHY> tension?,"{""source_id"": ""C_BPCL"", ""target_id"": ""G_RUSSIA""}",company_exposure,1,"Template: stock_impact_by_shock (T_StockImpact)
Query intent: Why a company is impacted by a shock/geography/event — shortest impact path.

Path 1: Bharat Petroleum -> Saudi LPG contract price (1 hops)
  Bharat Petroleum -[HURT_BY]-> Saudi LPG contract price",,
Which Defence stocks should I screen for India risk?,T_SectorExposure,T_SectorExposure,0.9620620608329773,sector_constituents,True,"[""Defence"", ""India""]","[{""entity"": ""Defence"", ""matched_node_name"": ""Defence"", ""matched_id"": ""S_DEFENCE"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which <SECTOR> stocks should I screen for <GEOGRAPHY> risk?,"{""source_id"": ""S_DEFENCE""}",primary,9,"Template: sector_constituents (T_SectorExposure)
Query intent: Sector membership and constituent companies exposed to a theme.

Row 1: sector_name=Defence | id=C_ASTRAMICRO | name=Astra Microwave | node_type=COMPANY
Row 2: sector_name=Defence | id=C_BDL | name=Bharat Dynamics | node_type=COMPANY
Row 3: sector_name=Defence | id=C_BEL | name=Bharat Electronics | node_type=COMPANY
Row 4: sector_name=Defence | id=C_COCHINSHIP | name=Cochin Shipyard | node_type=COMPANY
Row 5: sector_name=Defence | id=C_DATAPATTNS | name=Data Patterns | node_type=COMPANY
Row 6: sector_name=Defence | id=C_GRSE | name=Garden Reach Shipbuilders | node_type=COMPANY
Row 7: sector_name=Defence | id=C_HAL | name=Hindustan Aeronautics | node_type=COMPANY
Row 8: sector_name=Defence | id=C_MAZDOCK | name=Mazagon Dock | node_type=COMPANY
Row 9: sector_name=Defence | id=C_SOLARINDS | name=Solar Industries | node_type=COMPANY",,
Is Cochin Shipyard pricing indexed to INR depreciation?,T_PriceLinkage,T_PriceLinkage,0.9453694224357605,price_linkage,True,"[""Cochin Shipyard"", ""INR depreciation""]","[{""entity"": ""Cochin Shipyard"", ""matched_node_name"": ""Cochin Shipyard"", ""matched_id"": ""C_COCHINSHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Is <COMPANY> pricing indexed to <MACRO_VAR>?,"{""source_id"": ""C_COCHINSHIP""}",company_exposure,1,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Cochin Shipyard | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Strait of Hormuz disruption | linked_type=EVENT",,
Which NBFCs sit in the impact chain for Chambal Fertilisers?,T_SectorExposure,T_SectorExposure,0.960701584815979,sector_constituents,True,"[""Chambal Fertilisers"", ""NBF""]","[{""entity"": ""Chambal Fertilisers"", ""matched_node_name"": ""Chambal Fertilisers"", ""matched_id"": ""C_CHAMBAL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""NBF"", ""matched_node_name"": ""Banks & NBFCs"", ""matched_id"": ""S_BFSI"", ""matched_type"": ""SECTOR"", ""similarity"": 0.6522826552391052, ""source"": ""semantic""}]",Which <SECTOR>Cs sit in the impact chain for <COMPANY>?,"{""source_id"": ""S_BFSI""}",primary,18,"Template: sector_constituents (T_SectorExposure)
Query intent: Sector membership and constituent companies exposed to a theme.

Row 1: sector_name=Banks & NBFCs | id=C_AUBANK | name=AU Small Finance Bank | node_type=COMPANY
Row 2: sector_name=Banks & NBFCs | id=C_BAJFINANCE | name=Bajaj Finance | node_type=COMPANY
Row 3: sector_name=Banks & NBFCs | id=C_CSBBANK | name=CSB Bank | node_type=COMPANY
Row 4: sector_name=Banks & NBFCs | id=C_CHOLAFIN | name=Cholamandalam Investment | node_type=COMPANY
Row 5: sector_name=Banks & NBFCs | id=C_DHANBANK | name=Dhanlaxmi Bank | node_type=COMPANY
Row 6: sector_name=Banks & NBFCs | id=C_FEDERALBNK | name=Federal Bank | node_type=COMPANY
Row 7: sector_name=Banks & NBFCs | id=C_GICRE | name=GIC Re | node_type=COMPANY
Row 8: sector_name=Banks & NBFCs | id=C_HDFCBANK | name=HDFC Bank | node_type=COMPANY
Row 9: sector_name=Banks & NBFCs | id=C_ICICIGI | name=ICICI Lombard | node_type=COMPANY
Row 10: sector_name=Banks & NBFCs | id=C_IREDA | name=IREDA | node_type=COMPANY
Row 11: sector_name=Banks & NBFCs | id=C_MANAPPURAM | name=Manappuram Finance | node_type=COMPANY
Row 12: sector_name=Banks & NBFCs | id=C_MUTHOOT | name=Muthoot Finance | node_type=COMPANY
Row 13: sector_name=Banks & NBFCs | id=C_NIACL | name=New India Assurance | node_type=COMPANY
Row 14: sector_name=Banks & NBFCs | id=C_PFC | name=Power Finance Corporation | node_type=COMPANY
Row 15: sector_name=Banks & NBFCs | id=C_RECLTD | name=REC Ltd | node_type=COMPANY
Row 16: sector_name=Banks & NBFCs | id=C_SHRIRAMFIN | name=Shriram Finance | node_type=COMPANY
Row 17: sector_name=Banks & NBFCs | id=C_SIB | name=South Indian Bank | node_type=COMPANY
Row 18: sector_name=Banks & NBFCs | id=C_SBIN | name=State Bank of India | node_type=COMPANY",,
What macro channel links Strait of Hormuz closure to Coal India?,T_MacroTransmission,T_PriceLinkage,0.8890120387077332,price_linkage,False,"[""Strait of Hormuz"", ""Coal India"", ""Strait of Hormuz closure""]","[{""entity"": ""Strait of Hormuz"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Coal India"", ""matched_node_name"": ""Coal India"", ""matched_id"": ""C_COALINDIA"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Strait of Hormuz closure"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",What macro channel links <EVENT> to <COMPANY>?,"{""source_id"": ""C_COALINDIA""}",company_exposure,2,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Coal India | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Spot LNG / JKM | linked_type=MACRO_VAR
Row 2: entity_name=Coal India | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Power availability | linked_type=CONSTRAINT",,
What policy tailwinds support GAIL?,T_RegulatoryImpact,,,,,[],,,,,0,,,no_entities_resolved
Is Bajaj Finance realization tied to Brent?,T_PriceLinkage,T_PriceLinkage,0.9182563424110413,price_linkage,True,"[""Bajaj Finance"", ""Brent""]","[{""entity"": ""Bajaj Finance"", ""matched_node_name"": ""Bajaj Finance"", ""matched_id"": ""C_BAJFINANCE"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Brent"", ""matched_node_name"": ""Brent crude price"", ""matched_id"": ""M_BRENT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.6353015899658203, ""source"": ""semantic""}]",Is <COMPANY> realization tied to <MACRO_VAR>?,"{""source_id"": ""C_BAJFINANCE""}",company_exposure,1,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Bajaj Finance | entity_type=COMPANY | relationship=HURT_BY | linked_name=RBI policy rate | linked_type=MACRO_VAR",,
Who are the major shareholders of Bharat Petroleum?,T_OwnershipStructure,T_OwnershipStructure,0.9760798811912537,ownership_structure,True,"[""Bharat Petroleum""]","[{""entity"": ""Bharat Petroleum"", ""matched_node_name"": ""Bharat Petroleum"", ""matched_id"": ""C_BPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who are the major shareholders of <COMPANY>?,"{""entity_id"": ""C_BPCL""}",sector_peers,1,"Template: ownership_structure (T_OwnershipStructure)
Query intent: Corporate ownership, subsidiaries, and JV structure.

Row 1: sector_name=Oil & Gas | child_name=Bharat Petroleum",,
List stocks that gain from India rerouting.,T_Beneficiary,T_Beneficiary,0.9728192687034607,companies_benefiting_from_shock,True,"[""India""]","[{""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",List stocks that gain from <GEOGRAPHY> rerouting.,"{""entity_id"": ""G_INDIA""}",,0,,,
How closely does Bharat Electronics follow aviation turbine fuel prices?,T_PriceLinkage,T_PriceLinkage,0.9570786952972412,price_linkage,True,"[""Bharat Electronics"", ""aviation turbine fuel""]","[{""entity"": ""Bharat Electronics"", ""matched_node_name"": ""Bharat Electronics"", ""matched_id"": ""C_BEL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""aviation turbine fuel"", ""matched_node_name"": ""Aviation turbine fuel"", ""matched_id"": ""P_ATF"", ""matched_type"": ""PRODUCT"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How closely does <COMPANY> follow <PRODUCT> prices?,"{""source_id"": ""C_BEL""}",company_exposure,1,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Bharat Electronics | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Strait of Hormuz disruption | linked_type=EVENT",,
How correlated is Mangalore Refinery with marine war-risk premium?,T_PriceLinkage,T_PriceLinkage,0.9509585499763489,price_linkage,True,"[""Mangalore Refinery"", ""marine war-risk premium""]","[{""entity"": ""Mangalore Refinery"", ""matched_node_name"": ""Mangalore Refinery"", ""matched_id"": ""C_MRPL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""marine war-risk premium"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How correlated is <COMPANY> with <MACRO_VAR>?,"{""source_id"": ""C_MRPL""}",company_exposure,2,"Template: price_linkage (T_PriceLinkage)
Query intent: Price co-movement between a company/product and a macro or raw material.

Row 1: entity_name=Mangalore Refinery | entity_type=COMPANY | relationship=BENEFITS_FROM | linked_name=Gross refining margin | linked_type=MACRO_VAR
Row 2: entity_name=Mangalore Refinery | entity_type=COMPANY | relationship=HURT_BY | linked_name=Strait of Hormuz disruption | linked_type=EVENT",,
How do gross refining margin moves show up in State Bank of India P&L?,T_MacroTransmission,T_MacroTransmission,0.8100773692131042,macro_transmission_to_company,True,"[""gross refining margin"", ""State Bank of India""]","[{""entity"": ""gross refining margin"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""State Bank of India"", ""matched_node_name"": ""State Bank of India"", ""matched_id"": ""C_SBIN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How do <MACRO_VAR> moves show up in <COMPANY> P&L?,"{""source_id"": ""M_GRM"", ""target_id"": ""C_SBIN""}",primary,1,"Template: macro_transmission_to_company (T_MacroTransmission)
Query intent: How a macro variable transmits to a company through the graph.

Path 1: Gross refining margin -> State Bank of India (3 hops)
  Gross refining margin -[CAUSES]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[HURT_BY]-> India AI infrastructure capex cycle
  India AI infrastructure capex cycle -[BENEFITS_FROM]-> State Bank of India",,
Which feedstocks are at risk from LNG curtailment?,T_SupplyDisruption,T_SupplyDisruption,0.9026700854301453,supply_chain_disruption,True,"[""LNG"", ""LNG curtailment""]","[{""entity"": ""LNG"", ""matched_node_name"": ""LNG"", ""matched_id"": ""RM_LNG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LNG curtailment"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Which feedstocks are at risk from <EVENT>?,"{""source_id"": ""RM_LNG""}",primary,1,"Template: supply_chain_disruption (T_SupplyDisruption)
Query intent: Input needs, sourcing geography, and supply-chain exposure.

Row 1: entity_name=LNG | relationship=SOURCED_FROM | linked_name=Qatar | linked_type=GEOGRAPHY",,
Does ONGC face feedstock shortage from Strait of Hormuz?,T_SupplyDisruption,T_SupplyDisruption,0.9622758626937866,supply_chain_disruption,True,"[""Strait of Hormuz""]","[{""entity"": ""Strait of Hormuz"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Does ONGC face feedstock shortage from <GEOGRAPHY>?,"{""entity_id"": ""G_HORMUZ""}",,0,,,
How does transmission capacity limit New India Assurance?,T_ConstraintRisk,T_ConstraintRisk,0.9767974019050598,constraint_risk_for_entity,True,"[""New India Assurance""]","[{""entity"": ""New India Assurance"", ""matched_node_name"": ""New India Assurance"", ""matched_id"": ""C_NIACL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does transmission capacity limit <COMPANY>?,"{""entity_id"": ""C_NIACL""}",,0,,,
Which constraints gate Oil & Gas capex?,T_ConstraintRisk,T_ConstraintRisk,0.9778056144714355,constraint_risk_for_entity,True,"[""Oil & Gas""]","[{""entity"": ""Oil & Gas"", ""matched_node_name"": ""Oil & Gas"", ""matched_id"": ""S_OILGAS"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which constraints gate <SECTOR> capex?,"{""entity_id"": ""S_OILGAS""}",single_entity,12,"Template: constraint_risk_for_entity (T_ConstraintRisk)
Query intent: Physical or supply bottlenecks constraining an entity or sector.

Row 1: entity_name=Oil & Natural Gas Corp | constraint_name=Windfall tax / SAED on upstream | constraint_type=POLICY | sector_name=Oil & Gas
Row 2: entity_name=Indian Oil | constraint_name=Saudi LPG contract price | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 3: entity_name=Indian Oil | constraint_name=Crude oil | constraint_type=RAW_MATERIAL | sector_name=Oil & Gas
Row 4: entity_name=Bharat Petroleum | constraint_name=Saudi LPG contract price | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 5: entity_name=Hindustan Petroleum | constraint_name=Saudi LPG contract price | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 6: entity_name=Mangalore Refinery | constraint_name=Strait of Hormuz disruption | constraint_type=EVENT | sector_name=Oil & Gas
Row 7: entity_name=Petronet LNG | constraint_name=Strait of Hormuz disruption | constraint_type=EVENT | sector_name=Oil & Gas
Row 8: entity_name=Indraprastha Gas | constraint_name=Spot LNG / JKM | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 9: entity_name=Mahanagar Gas | constraint_name=Spot LNG / JKM | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 10: entity_name=Gujarat Gas | constraint_name=Spot LNG / JKM | constraint_type=MACRO_VAR | sector_name=Oil & Gas
Row 11: entity_name=Castrol India | constraint_name=Base oil | constraint_type=RAW_MATERIAL | sector_name=Oil & Gas
Row 12: entity_name=Gulf Oil Lubricants | constraint_name=Base oil | constraint_type=RAW_MATERIAL | sector_name=Oil & Gas",,
