query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,triplet_slots,cypher_strategy,kg_row_count,kg_hop_path,summary,error
What government action caps InterGlobe Aviation pricing?,F_Simple,F_Simple,0.5916662979601932,simple_triplet,True,"[""InterGlobe Aviation"", ""Aviation""]","[{""entity"": ""InterGlobe Aviation"", ""matched_node_name"": ""InterGlobe Aviation"", ""matched_id"": ""C_INDIGO"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Aviation"", ""matched_node_name"": ""Aviation"", ""matched_id"": ""S_AVIATION"", ""matched_type"": ""SECTOR"", ""similarity"": 0.99, ""source"": ""alias""}]",What government action caps <COMPANY> pricing?,"{""prop1"": ""REGULATED_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_INDIGO""}","{""nnp1"": ""C_INDIGO"", ""nnp2"": ""S_AVIATION"", ""nnp3"": null, ""prop1"": ""REGULATED_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""SECTOR"", ""threshold"": null}",single_entity,4,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=InterGlobe Aviation | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 2: company_name=InterGlobe Aviation | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 3: company_name=InterGlobe Aviation | relationship=HURT_BY | object_name=USD/INR | object_type=MACRO_VAR
Row 4: company_name=InterGlobe Aviation | relationship=NEEDS | object_name=Aviation turbine fuel | object_type=PRODUCT",,
Explain hedging strategy of Cochin Shipyard for Singapore GRM.,F_Simple,F_Simple,0.5003900017445428,simple_triplet,True,"[""Cochin Shipyard"", ""Singapore GRM""]","[{""entity"": ""Cochin Shipyard"", ""matched_node_name"": ""Cochin Shipyard"", ""matched_id"": ""C_COCHINSHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Singapore GRM"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Explain hedging strategy of <COMPANY> for <MACRO_VAR>.,"{""prop1"": ""HEDGES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_COCHINSHIP""}","{""nnp1"": ""C_COCHINSHIP"", ""nnp2"": ""M_GRM"", ""nnp3"": null, ""prop1"": ""HEDGES"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Cochin Shipyard | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
What subsidiaries does Netweb Technologies have?,F_Simple,F_Simple,0.6612175825994291,simple_triplet,True,"[""Netweb Technologies""]","[{""entity"": ""Netweb Technologies"", ""matched_node_name"": ""Netweb Technologies"", ""matched_id"": ""C_NETWEB"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What subsidiaries does <COMPANY> have?,"{""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_NETWEB""}","{""nnp1"": ""C_NETWEB"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Netweb Technologies | relationship=CONSTRAINED_BY | object_name=GPU supply | object_type=CONSTRAINT",,
Who funds GIC Re expansion?,F_Simple,F_Simple,0.5990434730699,simple_triplet,True,"[""GIC Re""]","[{""entity"": ""GIC Re"", ""matched_node_name"": ""GIC Re"", ""matched_id"": ""C_GICRE"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who funds <COMPANY> expansion?,"{""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_GICRE""}","{""nnp1"": ""C_GICRE"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=GIC Re | relationship=HEDGES | object_name=Marine war-risk premium | object_type=MACRO_VAR",,
How does rerouting via Cape affect Asian Paints?,F_Simple,F_Simple,0.6567012620147441,simple_triplet,True,"[""Asian Paints"", ""Cape""]","[{""entity"": ""Asian Paints"", ""matched_node_name"": ""Asian Paints"", ""matched_id"": ""C_ASIANPAINT"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Cape"", ""matched_node_name"": ""Cape of Good Hope reroute"", ""matched_id"": ""G_CAPE"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.8432578563690185, ""source"": ""semantic""}]",How does rerouting via <GEOGRAPHY> affect <COMPANY>?,"{""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_ASIANPAINT""}","{""nnp1"": ""C_ASIANPAINT"", ""nnp2"": ""G_CAPE"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",primary,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: subject_name=Asian Paints | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
Who is the parent of Bajaj Finance?,F_Simple,F_Simple,0.5324089605361526,simple_triplet,True,"[""Bajaj Finance""]","[{""entity"": ""Bajaj Finance"", ""matched_node_name"": ""Bajaj Finance"", ""matched_id"": ""C_BAJFINANCE"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who is the parent of <COMPANY>?,"{""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_BAJFINANCE""}","{""nnp1"": ""C_BAJFINANCE"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Bajaj Finance -> RBI policy rate (1 hops)
  Bajaj Finance -[HURT_BY]-> RBI policy rate
Path 2: Bajaj Finance -> Banks & NBFCs (1 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
Path 3: Bajaj Finance -> South Indian Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> South Indian Bank
Path 4: Bajaj Finance -> REC Ltd (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> REC Ltd
Path 5: Bajaj Finance -> Adani Green Energy (2 hops)
  Bajaj Finance -[HURT_BY]-> RBI policy rate
  RBI policy rate -[HURT_BY]-> Adani Green Energy
Path 6: Bajaj Finance -> New India Assurance (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> New India Assurance
Path 7: Bajaj Finance -> ICICI Lombard (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> ICICI Lombard
Path 8: Bajaj Finance -> Cholamandalam Investment (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Cholamandalam Investment
Path 9: Bajaj Finance -> State Bank of India (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> State Bank of India
Path 10: Bajaj Finance -> IREDA (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> IREDA
Path 11: Bajaj Finance -> Anant Raj (2 hops)
  Bajaj Finance -[HURT_BY]-> RBI policy rate
  RBI policy rate -[HURT_BY]-> Anant Raj
Path 12: Bajaj Finance -> CSB Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> CSB Bank
Path 13: Bajaj Finance -> Dhanlaxmi Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Dhanlaxmi Bank
Path 14: Bajaj Finance -> GIC Re (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> GIC Re
Path 15: Bajaj Finance -> Shriram Finance (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Shriram Finance
Path 16: Bajaj Finance -> Power Finance Corporation (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Power Finance Corporation
Path 17: Bajaj Finance -> Manappuram Finance (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Manappuram Finance
Path 18: Bajaj Finance -> Muthoot Finance (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Muthoot Finance
Path 19: Bajaj Finance -> India CPI (2 hops)
  Bajaj Finance -[HURT_BY]-> RBI policy rate
  RBI policy rate -[CAUSES]-> India CPI
Path 20: Bajaj Finance -> HDFC Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> HDFC Bank
Path 21: Bajaj Finance -> Federal Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Federal Bank
Path 22: Bajaj Finance -> AU Small Finance Bank (2 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> AU Small Finance Bank
Path 23: Bajaj Finance -> Marine war-risk premium (3 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> GIC Re
  GIC Re -[HEDGES]-> Marine war-risk premium
Path 24: Bajaj Finance -> Brent crude price (3 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> Cholamandalam Investment
  Cholamandalam Investment -[HURT_BY]-> Brent crude price
Path 25: Bajaj Finance -> USD/INR (3 hops)
  Bajaj Finance -[CONTAINS]-> Banks & NBFCs
  Banks & NBFCs -[CONTAINS]-> South Indian Bank
  South Indian Bank -[BENEFITS_FROM]-> USD/INR",,
List subsidiaries under Tata Motors.,F_Simple,F_Simple,0.6028467086796591,simple_triplet,True,"[""Tata Motors""]","[{""entity"": ""Tata Motors"", ""matched_node_name"": ""Tata Motors"", ""matched_id"": ""C_TATAMOTORS"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",List subsidiaries under <COMPANY>.,"{""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_TATAMOTORS""}","{""nnp1"": ""C_TATAMOTORS"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Tata Motors | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR",,
What supply chain risk does Red Sea pose for ONGC?,F_Simple,F_Simple,0.6513685039014008,simple_triplet,True,"[""Red Sea"", ""ONGC""]","[{""entity"": ""Red Sea"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}, {""entity"": ""ONGC"", ""matched_node_name"": ""FMCG"", ""matched_id"": ""S_FMCG"", ""matched_type"": ""SECTOR"", ""similarity"": 0.6299370050430297, ""source"": ""semantic""}]",What supply chain risk does <GEOGRAPHY> pose for <SECTOR>?,"{""prop1"": ""SOURCED_FROM"", ""nn1"": ""GEOGRAPHY"", ""nnp1"": ""G_HORMUZ""}","{""nnp1"": ""G_HORMUZ"", ""nnp2"": ""S_FMCG"", ""nnp3"": null, ""prop1"": ""SOURCED_FROM"", ""nn1"": ""GEOGRAPHY"", ""nn2"": ""SECTOR"", ""threshold"": null}",single_entity,6,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: geography_name=Strait of Hormuz | linked_name=Crude oil | linked_type=RAW_MATERIAL | relationship=TRANSITS
Row 2: geography_name=Strait of Hormuz | linked_name=LNG | linked_type=RAW_MATERIAL | relationship=TRANSITS
Row 3: geography_name=Strait of Hormuz | linked_name=LPG | linked_type=RAW_MATERIAL | relationship=TRANSITS
Row 4: geography_name=Strait of Hormuz | linked_name=Urea | linked_type=RAW_MATERIAL | relationship=TRANSITS
Row 5: geography_name=Strait of Hormuz | linked_name=Sulphur | linked_type=RAW_MATERIAL | relationship=TRANSITS
Row 6: geography_name=Strait of Hormuz | linked_name=Ammonia | linked_type=RAW_MATERIAL | relationship=TRANSITS",,
Is Adani Green Energy exposed to UAE shipping routes?,F_Simple,F_Simple,0.6199956006914857,simple_triplet,True,"[""Adani Green Energy"", ""UAE""]","[{""entity"": ""Adani Green Energy"", ""matched_node_name"": ""Adani Green Energy"", ""matched_id"": ""C_ADANIGREEN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""UAE"", ""matched_node_name"": ""Gulf producers"", ""matched_id"": ""G_GCC"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",Is <COMPANY> exposed to <GEOGRAPHY> shipping routes?,"{""prop1"": ""HURT_BY"", ""nn1"": ""GEOGRAPHY"", ""nnp1"": ""G_GCC""}","{""nnp1"": ""G_GCC"", ""nnp2"": ""C_ADANIGREEN"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""GEOGRAPHY"", ""nn2"": ""COMPANY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: geography_name=Gulf producers | linked_name=Sulphur | linked_type=RAW_MATERIAL | relationship=SOURCED_FROM",,
What equity risk does oil supply shock create for Asian Paints?,F_Simple,F_Simple,0.6429016959502432,simple_triplet,True,"[""Asian Paints"", ""oil supply shock""]","[{""entity"": ""Asian Paints"", ""matched_node_name"": ""Asian Paints"", ""matched_id"": ""C_ASIANPAINT"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""oil supply shock"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",What equity risk does <EVENT> create for <COMPANY>?,"{""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_ASIANPAINT""}","{""nnp1"": ""C_ASIANPAINT"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": null, ""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nn2"": ""EVENT"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Asian Paints | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
What is Mangalore Refinery's equity sensitivity to marine war-risk spike?,F_Simple,F_Simple,0.584136567582217,simple_triplet,True,"[""Mangalore Refinery"", ""marine war-risk spike""]","[{""entity"": ""Mangalore Refinery"", ""matched_node_name"": ""Mangalore Refinery"", ""matched_id"": ""C_MRPL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""marine war-risk spike"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",What is <COMPANY>'s equity sensitivity to <MACRO_VAR>?,"{""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_MRPL""}","{""nnp1"": ""C_MRPL"", ""nnp2"": ""M_WARRISK"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Mangalore Refinery -> Oil & Natural Gas Corp (1 hops)
  Mangalore Refinery -[OWNS]-> Oil & Natural Gas Corp
Path 2: Mangalore Refinery -> Oil & Gas (1 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
Path 3: Mangalore Refinery -> Gross refining margin (1 hops)
  Mangalore Refinery -[BENEFITS_FROM]-> Gross refining margin
Path 4: Mangalore Refinery -> Strait of Hormuz disruption (1 hops)
  Mangalore Refinery -[HURT_BY]-> Strait of Hormuz disruption
Path 5: Mangalore Refinery -> Indian Oil (2 hops)
  Mangalore Refinery -[BENEFITS_FROM]-> Gross refining margin
  Gross refining margin -[BENEFITS_FROM]-> Indian Oil
Path 6: Mangalore Refinery -> Chennai Petroleum (2 hops)
  Mangalore Refinery -[BENEFITS_FROM]-> Gross refining margin
  Gross refining margin -[BENEFITS_FROM]-> Chennai Petroleum
Path 7: Mangalore Refinery -> Brent crude price (2 hops)
  Mangalore Refinery -[HURT_BY]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Brent crude price
Path 8: Mangalore Refinery -> Adani Total Gas (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Adani Total Gas
Path 9: Mangalore Refinery -> Gulf Oil Lubricants (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gulf Oil Lubricants
Path 10: Mangalore Refinery -> Castrol India (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Castrol India
Path 11: Mangalore Refinery -> Strait of Hormuz disruption (2 hops)
  Mangalore Refinery -[BENEFITS_FROM]-> Gross refining margin
  Gross refining margin -[CAUSES]-> Strait of Hormuz disruption
Path 12: Mangalore Refinery -> Reliance Industries (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Reliance Industries
Path 13: Mangalore Refinery -> Mahanagar Gas (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Mahanagar Gas
Path 14: Mangalore Refinery -> Petronet LNG (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Petronet LNG
Path 15: Mangalore Refinery -> GAIL (India) (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> GAIL (India)
Path 16: Mangalore Refinery -> Oil India (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Oil India
Path 17: Mangalore Refinery -> Oil & Natural Gas Corp (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Oil & Natural Gas Corp
Path 18: Mangalore Refinery -> Indraprastha Gas (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Indraprastha Gas
Path 19: Mangalore Refinery -> Hindustan Petroleum (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Hindustan Petroleum
Path 20: Mangalore Refinery -> Indian Oil (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Indian Oil
Path 21: Mangalore Refinery -> Selan Exploration (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Selan Exploration
Path 22: Mangalore Refinery -> Bharat Petroleum (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Bharat Petroleum
Path 23: Mangalore Refinery -> Gujarat State Petronet (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gujarat State Petronet
Path 24: Mangalore Refinery -> Chennai Petroleum (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Chennai Petroleum
Path 25: Mangalore Refinery -> Gujarat Gas (2 hops)
  Mangalore Refinery -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gujarat Gas",,
How does transmission capacity limit Mangalore Refinery?,F_Simple,F_Simple,0.5485889464272432,simple_triplet,True,"[""Mangalore Refinery""]","[{""entity"": ""Mangalore Refinery"", ""matched_node_name"": ""Mangalore Refinery"", ""matched_id"": ""C_MRPL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does transmission capacity limit <COMPANY>?,"{""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_MRPL""}","{""nnp1"": ""C_MRPL"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Mangalore Refinery | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 2: company_name=Mangalore Refinery | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT",,
Stress test Solar Industries for prolonged geopolitical escalation.,F_Simple,F_Simple,0.480402315761712,simple_triplet,True,"[""Solar Industries"", ""geopolitical escalation""]","[{""entity"": ""Solar Industries"", ""matched_node_name"": ""Solar Industries"", ""matched_id"": ""C_SOLARINDS"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""geopolitical escalation"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Stress test <COMPANY> for prolonged <EVENT>.,"{""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_SOLARINDS""}","{""nnp1"": ""C_SOLARINDS"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""EVENT"", ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Solar Industries -> Defence (1 hops)
  Solar Industries -[CONTAINS]-> Defence
Path 2: Solar Industries -> Strait of Hormuz disruption (1 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
Path 3: Solar Industries -> India AI infrastructure capex cycle (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[HURT_BY]-> India AI infrastructure capex cycle
Path 4: Solar Industries -> Tanker freight rates (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Tanker freight rates
Path 5: Solar Industries -> Manappuram Finance (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Manappuram Finance
Path 6: Solar Industries -> Waaree Energies (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Waaree Energies
Path 7: Solar Industries -> Spot LNG / JKM (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Spot LNG / JKM
Path 8: Solar Industries -> Bharat Dynamics (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Bharat Dynamics
Path 9: Solar Industries -> Astra Microwave (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Astra Microwave
Path 10: Solar Industries -> Gross refining margin (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Gross refining margin
Path 11: Solar Industries -> Praj Industries (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Praj Industries
Path 12: Solar Industries -> Muthoot Finance (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Muthoot Finance
Path 13: Solar Industries -> Bharat Electronics (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Bharat Electronics
Path 14: Solar Industries -> Cochin Shipyard (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[BENEFITS_FROM]-> Cochin Shipyard
Path 15: Solar Industries -> Cochin Shipyard (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Cochin Shipyard
Path 16: Solar Industries -> Saudi LPG contract price (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Saudi LPG contract price
Path 17: Solar Industries -> Mazagon Dock (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Mazagon Dock
Path 18: Solar Industries -> Hindustan Aeronautics (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Hindustan Aeronautics
Path 19: Solar Industries -> Garden Reach Shipbuilders (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Garden Reach Shipbuilders
Path 20: Solar Industries -> Data Patterns (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Data Patterns
Path 21: Solar Industries -> Marine war-risk premium (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Marine war-risk premium
Path 22: Solar Industries -> Brent crude price (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Brent crude price
Path 23: Solar Industries -> Bharat Electronics (2 hops)
  Solar Industries -[CONTAINS]-> Defence
  Defence -[CONTAINS]-> Bharat Electronics
Path 24: Solar Industries -> Global urea/DAP/sulphur price (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[CAUSES]-> Global urea/DAP/sulphur price
Path 25: Solar Industries -> Mangalore Refinery (2 hops)
  Solar Industries -[BENEFITS_FROM]-> Strait of Hormuz disruption
  Strait of Hormuz disruption -[HURT_BY]-> Mangalore Refinery",,
