query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
"What is Central Bank of India's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['HAS_METRIC', 'MetricObservation']",13,13,"Central Bank of India reported a capital adequacy ratio (CRAR) of 18.28% for Q1 FY27 as of July 1, 2026. Additionally, the bank disclosed a CET1 ratio of 16.54% for the same period.",Relevant
What are Central Bank of India's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['HAS_METRIC', 'MetricObservation']",13,13,"For Q1 FY27, Central Bank of India recorded a return on assets (ROA) of 1.00% and achieved a return on equity (ROE) of 14.92%.",Relevant
What was Central Bank of India's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['HAS_METRIC', 'MetricObservation']",13,13,"Central Bank of India's total advances reached ₹354,348 crore, marking a 28.58% year-on-year increase for Q1 FY27. Meanwhile, the bank recorded a deposit growth of 11.68% as of July 1, 2026, which lagged behind its advances growth.",Relevant
"What credit ratings has Central Bank of India received, and from which rating agencies?",False,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,['HAS_RATING'],1,1,"Central Bank of India received an IND AA Stable rating on its Tier II bonds from India Ratings, which reaffirmed the rating.",Somewhat relevant
"Roughly how many branches and ATMs does Central Bank of India operate, and as of what date?",False,summary_fallback,4d998ac2-533e-40a6-a217-b71dfe465f4c,[],0,1,"Central Bank of India operated a network comprising 4,608 verified branches and 3,644 ATMs as of March 2021.",Relevant
"What products and services does Central Bank of India offer, and which customer segments does it serve?",True,graph_check,4d998ac2-533e-40a6-a217-b71dfe465f4c,"['OFFERS_PRODUCT', 'SERVES']",0,5,"The retrieved facts do not cover the specific products and services offered by Central Bank of India. However, the bank serves the retail, MSME, and agricultural customer segments as a Government of India-owned universal bank.",Somewhat relevant
What is Indian Overseas Bank's ticker symbol and on which exchange(s) does it trade?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,['OPERATES_IN'],5,5,The retrieved facts do not cover Indian Overseas Bank's ticker symbol or the stock exchanges on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Indian Overseas Bank?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['GovernanceRole', 'HOLDS_ROLE', 'OPERATES_IN']",7,7,"Ajay Kumar Srivastava serves as the MD & CEO of Indian Overseas Bank. The bank is headquartered in Chennai, Tamil Nadu, and maintains representative offices in Dubai, Guangzhou, and Kuala Lumpur.",Relevant
"What percentage of Indian Overseas Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN', 'OPERATES_IN']",6,6,"The Government of India owns a 92.44% stake in Indian Overseas Bank. However, the retrieved facts do not specify the exact date as of which this percentage is held.",Somewhat relevant
What was Indian Overseas Bank's CASA ratio in the most recently reported quarter?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,15,Indian Overseas Bank reported a global CASA ratio of 41.05% for Q1 FY27.,Relevant
What is Indian Overseas Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,18,Indian Overseas Bank reported a global net interest margin of 3.37% and a domestic net interest margin of 3.48%.,Relevant
What are Indian Overseas Bank's gross NPA and net NPA ratios?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,15,"Indian Overseas Bank's gross NPA improved to 1.33%, and the bank reported a net NPA of 0.18%.",Relevant
"What is Indian Overseas Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,15,"Indian Overseas Bank reported a capital adequacy ratio (CRAR) of 19.36%. However, the retrieved facts do not disclose its CET1 ratio.",Relevant
What are Indian Overseas Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,18,The retrieved facts do not cover Indian Overseas Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was Indian Overseas Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_METRIC', 'MetricObservation', 'OPERATES_IN']",18,15,Indian Overseas Bank reported global advances of ₹3.22 trillion in Q1 FY27 and year-on-year deposit growth of 13.72%.,Relevant
"What credit ratings has Indian Overseas Bank received, and from which rating agencies?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['HAS_RATING', 'OPERATES_IN']",6,6,"Indian Overseas Bank holds an AA Stable rating for its Basel III Tier II bonds, though the specific rating agencies that issued this rating are not specified in the available data.",Somewhat relevant
"Roughly how many branches and ATMs does Indian Overseas Bank operate, and as of what date?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,['OPERATES_IN'],5,0,,Not relevant
"What products and services does Indian Overseas Bank offer, and which customer segments does it serve?",False,graph_check,d019bebb-cc26-4b4b-ae43-cd32202f6748,"['OFFERS_PRODUCT', 'SERVES', 'OPERATES_IN']",11,11,"Indian Overseas Bank serves corporate, MSME, NRI, agricultural, and retail customer segments, as well as the Tamil diaspora through its overseas offices. However, the retrieved facts do not cover the specific products and services the bank offers.",Somewhat relevant
What is UCO Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,62aaa846-bbe6-4e89-8a09-db8194f71fd2,[],0,5,The retrieved facts do not cover UCO Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of UCO Bank?",True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['GovernanceRole', 'HOLDS_ROLE']",0,5,The retrieved facts do not cover who the current MD & CEO or Chairman of UCO Bank is.,Not relevant
"What percentage of UCO Bank is held by its government promoter or largest shareholder, and as of what date?",True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",0,5,"The retrieved facts do not cover the percentage of UCO Bank held by its government promoter or largest shareholder, nor the date for such holding.",Not relevant
What was UCO Bank's CASA ratio in the most recently reported quarter?,False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover UCO Bank's CASA ratio for the most recently reported quarter.,Not relevant
What is UCO Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,"UCO Bank reported a net interest margin of around 3% in the June 2026 quarter. This figure represents the bank's latest reported performance for this metric as of June 30, 2026.",Relevant
What are UCO Bank's gross NPA and net NPA ratios?,False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover UCO Bank's gross NPA and net NPA ratios.,Not relevant
"What is UCO Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,"UCO Bank's capital adequacy ratio stands at 17.12% for FY26 as of March 31, 2026. The retrieved facts do not disclose its CET1 ratio.",Relevant
What are UCO Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,The retrieved facts do not cover UCO Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was UCO Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['HAS_METRIC', 'MetricObservation']",7,7,"The retrieved facts do not cover UCO Bank's deposit growth for the latest quarter. However, the bank reported that its total advances were up 21.33% year-on-year as of June 30, 2026.",Somewhat relevant
"What credit ratings has UCO Bank received, and from which rating agencies?",False,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,['HAS_RATING'],2,2,UCO Bank received a bond rating upgrade to AA Stable from CARE Ratings and a reaffirmed A1+ short-term rating on its certificate-of-deposit programme from CRISIL.,Relevant
"Roughly how many branches and ATMs does UCO Bank operate, and as of what date?",True,summary_fallback,62aaa846-bbe6-4e89-8a09-db8194f71fd2,[],0,0,,Not relevant
"What products and services does UCO Bank offer, and which customer segments does it serve?",True,graph_check,62aaa846-bbe6-4e89-8a09-db8194f71fd2,"['OFFERS_PRODUCT', 'SERVES']",0,5,"The retrieved facts do not cover the specific products and services UCO Bank offers, nor the customer segments it serves, other than noting that it operates as a Government of India-owned universal bank.",Not relevant
What is Bank of Maharashtra's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,[],0,6,The retrieved facts do not cover Bank of Maharashtra's ticker symbol or the specific exchanges on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Bank of Maharashtra?",False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['GovernanceRole', 'HOLDS_ROLE']",1,1,"The current MD & CEO of Bank of Maharashtra is Nidhu Saxena, who has held the role since March 2024.",Relevant
"What percentage of Bank of Maharashtra is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",2,2,The Government of India held a 79.60% stake in Bank of Maharashtra as of March 2025.,Relevant
What was Bank of Maharashtra's CASA ratio in the most recently reported quarter?,False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,The retrieved facts do not cover Bank of Maharashtra's CASA ratio for the most recently reported quarter.,Not relevant
What is Bank of Maharashtra's net interest margin (NIM) for the latest reported period?,False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,The retrieved facts do not cover Bank of Maharashtra's net interest margin (NIM) for the latest reported period.,Not relevant
What are Bank of Maharashtra's gross NPA and net NPA ratios?,False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,Bank of Maharashtra reported a gross NPA of 1.45% in Q1 FY27 (as of 2026-04-01). The retrieved facts do not cover the net NPA ratio.,Somewhat relevant
"What is Bank of Maharashtra's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,The retrieved facts do not cover Bank of Maharashtra's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are Bank of Maharashtra's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,The retrieved facts do not cover Bank of Maharashtra's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was Bank of Maharashtra's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,"['HAS_METRIC', 'MetricObservation']",3,3,The retrieved facts do not cover Bank of Maharashtra's total advances or deposit growth for the latest quarter.,Not relevant
"What credit ratings has Bank of Maharashtra received, and from which rating agencies?",False,graph_check,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,['HAS_RATING'],1,1,"Bank of Maharashtra has received an A1+ rating from rating agencies on its certificate-of-deposit programme, as reaffirmed on November 1, 2024.",Somewhat relevant
"Roughly how many branches and ATMs does Bank of Maharashtra operate, and as of what date?",True,summary_fallback,28cb9b08-7bcd-4cb7-a686-e71f9cfa2dc6,[],0,0,,Not relevant
