text,ground_truth
"What percentage of IndusInd Bank is held by its government promoter or largest shareholder, and as of what date?","Promoted by the Hinduja Group, which holds ""nearly 16 per cent"" of the bank."
What was IndusInd Bank's CASA ratio in the most recently reported quarter?,"29.43%, down from 31.48% a year earlier."
What is IndusInd Bank's net interest margin (NIM) for the latest reported period?,3.57%.
What are IndusInd Bank's gross NPA and net NPA ratios?,Gross NPA 3.25% (versus 3.64% a year earlier); net NPA 0.95%.
"What is IndusInd Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",Capital adequacy 17.15% with CET1 16.10%.
What are IndusInd Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,Return on assets 0.78%; return on equity 6.26%.
What was IndusInd Bank's total advances (loan book) and deposit growth in the latest quarter?,"Total advances ₹3,26,274 crore, down 2% year-on-year (up 3% quarter-on-quarter) — a rare contraction reflecting a deliberate balance-sheet clean-up. Total deposits ₹4,14,766 crore, up just 4%."
"What credit ratings has IndusInd Bank received, and from which rating agencies?","CRISIL AA+ rating carries a Negative outlook, reaffirmed 24 August 2025."
"Roughly how many branches and ATMs does IndusInd Bank operate, and as of what date?","3,137 branches, 9,413 total touchpoints, and 2,853 ATMs."
"What products and services does IndusInd Bank offer, and which customer segments does it serve?","Historically strong in vehicle finance and microfinance, now undergoing an active risk-reduction and business-mix revamp; loan portfolio split roughly 50% retail, 37% wholesale, 13% SME."
What is Yes Bank's ticker symbol and on which exchange(s) does it trade?,YESBANK on the NSE and BSE.
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Yes Bank?","Vinay M. Tonse is referenced as MD & CEO in July 2026 coverage, apparently succeeding Prashant Kumar, though not cross-verified against a second source (medium confidence)."
"What percentage of Yes Bank is held by its government promoter or largest shareholder, and as of what date?","Sumitomo Mitsui Banking Corporation (SMBC) of Japan completed acquisition of a 20% stake on 18 September 2025 (roughly ₹13,483 crore), with SBI divesting 13.18% in the same transaction; SBI's remaining stake fell to roughly 10%, making SMBC the single largest shareholder."
What was Yes Bank's CASA ratio in the most recently reported quarter?,"32.70%, down 240 basis points quarter-on-quarter."
What is Yes Bank's net interest margin (NIM) for the latest reported period?,2.70%.
What are Yes Bank's gross NPA and net NPA ratios?,"Gross NPA improved to 1.30%, down 30 basis points year-on-year; net NPA 0.20%."
"What is Yes Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",CET1 14%; provision coverage and total capital adequacy were not found.
What are Yes Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,Return on assets 0.90%; return on equity 8.30%.
What was Yes Bank's total advances (loan book) and deposit growth in the latest quarter?,"Total deposits roughly ₹3.15 lakh crore, up 14.3% year-on-year; total advances roughly ₹2.85 lakh crore, up 18.3%."
"What credit ratings has Yes Bank received, and from which rating agencies?",Additional Tier I bonds remain rated ICRA D (a standing legacy of the 2020 write-down); ICRA upgraded infrastructure and Tier II bonds to AA Stable from AA- Stable in July 2026.
"What products and services does Yes Bank offer, and which customer segments does it serve?",Post-reconstruction turnaround bank rebuilding profitability and asset quality; reconstructed in 2020 with SBI as anchor investor.
What is IDFC First Bank's ticker symbol and on which exchange(s) does it trade?,IDFCFIRSTB on the NSE and BSE.
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of IDFC First Bank?",V. Vaidyanathan has been reappointed MD & CEO; the current chairman was not found.
"What percentage of IDFC First Bank is held by its government promoter or largest shareholder, and as of what date?","No promoter (0.00%), reflecting the completed merger of IDFC Limited/IDFC Financial Holding into the bank. FIIs 36.10%, domestic institutions 8.47% (mutual funds 12.76%, insurance 10.91%), retail/public 31.75%."
What was IDFC First Bank's CASA ratio in the most recently reported quarter?,"50.8%, up from 48.0% a year earlier — the highest of any bank in this dataset."
What is IDFC First Bank's net interest margin (NIM) for the latest reported period?,5.96% (5.90% adjusted for one-offs) — among the highest of any listed peer.
What are IDFC First Bank's gross NPA and net NPA ratios?,Gross NPA 1.51%; net NPA 0.44%.
"What is IDFC First Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",Capital adequacy 15.05%; CET1 13.33%.
What are IDFC First Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,"Profit after tax ₹1,075 crore, up 132.4% year-on-year — the bank's highest-ever quarterly profit; standalone ROA/ROE not isolated (long-term ROA vision cited as 1.7-1.8%)."
What was IDFC First Bank's total advances (loan book) and deposit growth in the latest quarter?,"Total deposits ₹2,99,405 crore, up 16.6% year-on-year (CASA deposits ₹1,58,492 crore); total advances ₹3,05,488 crore, up 20.6%."
"What credit ratings has IDFC First Bank received, and from which rating agencies?","CRISIL reaffirmed, 21 October 2025: AAA Stable on fixed deposits, A1+ on certificates of deposit, AA+ Stable on Tier II Basel III bonds."
"Roughly how many branches and ATMs does IDFC First Bank operate, and as of what date?","1,155 branches, serving what it describes as ""60,000-plus cities, towns and villages."""
"What products and services does IDFC First Bank offer, and which customer segments does it serve?","Built from an NBFC and infrastructure-finance heritage, pivoted toward retail and MSME deposits and lending with an explicit high-margin, growth-oriented retail strategy."
What is Federal Bank's ticker symbol and on which exchange(s) does it trade?,FEDERALBNK on the NSE; 500469 on the BSE.
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Federal Bank?","KVS Manian, previously a Kotak Mahindra Bank veteran, is MD & CEO; Elias George is part-time chairman and an independent director."
"What percentage of Federal Bank is held by its government promoter or largest shareholder, and as of what date?","No promoter, professionally managed. As of December 2024: HDFC Mutual Fund ~7.04%, International Finance Corporation ~3.85%, LIC ~3.61%, Nippon Life India Trustee ~3.02%; FIIs ~26.3%, domestic institutions ~48.9% overall."
What was Federal Bank's CASA ratio in the most recently reported quarter?,"32.23%, up 188 basis points year-on-year."
What is Federal Bank's net interest margin (NIM) for the latest reported period?,"3.33%, up 39 basis points year-on-year."
What are Federal Bank's gross NPA and net NPA ratios?,Net NPA reached a decadal low of 0.18%; gross NPA 1.52%.
"What is Federal Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",Capital adequacy 16.97% with CET1 15.89%.
What are Federal Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,Return on equity 12.01%; a return-on-assets figure was not found.
What was Federal Bank's total advances (loan book) and deposit growth in the latest quarter?,"Total deposits ₹3.20 lakh crore, up 11.37% year-on-year; total advances ₹2.81 lakh crore, up 14.94%."
"What credit ratings has Federal Bank received, and from which rating agencies?","Any current, dated credit rating was not found this session."
"Roughly how many branches and ATMs does Federal Bank operate, and as of what date?","1,640 banking outlets and 2,015 ATMs and cash recyclers as of March 2026, plus representative offices in Abu Dhabi and Dubai and a GIFT City IFSC unit."
"What products and services does Federal Bank offer, and which customer segments does it serve?","Organized into treasury, wholesale banking, retail banking and other banking operations, offering merchant banking, depository services and syndication, with a strong Kerala NRI diaspora tilt alongside SME and large-corporate clients."
What is RBL Bank's ticker symbol and on which exchange(s) does it trade?,RBLBANK on the NSE; 540065 on the BSE.
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of RBL Bank?",R Subramaniakumar has served as MD & CEO since June 2022.
"What percentage of RBL Bank is held by its government promoter or largest shareholder, and as of what date?","Emirates NBD Bank of the UAE completed acquisition of a 60% controlling stake (roughly 959 million shares at ₹280 each, ~₹26,015-26,016 crore) on 18 June 2026, now classified as promoter under RBI norms — the largest such foreign investment in an Indian private bank."
